name,image_local_path,lat,lng
Ngõ 8 - Cù Lao,images/restaurant/Ngõ 8 - Cù Lao/cover.jpg,10.796384823679764, 106.68966339619242
Cơm Niêu Thiên Lý - Tạ Hiện,images/restaurant/Cơm Niêu Thiên Lý - Tạ Hiện/cover.jpg,10.778024799562303, 106.7525558385217
Ốc Bắc - Lý Tự Trọng,images/restaurant/Ốc Bắc - Lý Tự Trọng/cover.jpg,10.77941449186655, 106.70242479789135
Hoàng Yến Buffet Premier - Nguyễn Đình Chiểu,images/restaurant/Hoàng Yến Buffet Premier - Nguyễn Đình Chiểu/cover.jpg,10.780464700139209, 106.69154043852166
Yaki Yaki Yo - Buffet nướng lẩu băng chuyền - Tây Thạnh,images/restaurant/Yaki Yaki Yo - Buffet nướng lẩu băng chuyền - Tây Thạnh/cover.jpg,10.814524678600682, 106.62388962318066
Ốc Chị Em - Hồ Con Rùa,images/restaurant/Ốc Chị Em - Hồ Con Rùa/cover.jpg,10.783363080144703, 106.69598279619225
Omakase K - Nguyễn Siêu,images/restaurant/Omakase K - Nguyễn Siêu/cover.jpg,10.777768198693966, 106.70454226432213
Nhà hàng Chay An & Cafe - Phố Tiểu Nam,images/restaurant/Nhà hàng Chay An & Cafe - Phố Tiểu Nam/cover.jpg,10.71995237182816, 106.73113695201525
Hoàng Yến Buffet – Vạn Hạnh Mall,images/restaurant/Hoàng Yến Buffet – Vạn Hạnh Mall/cover.jpg,10.770237246442047, 106.66921550968623
Big Pig BBQ & Beer - Trường Sơn,images/restaurant/Big Pig BBQ & Beer - Trường Sơn/cover.jpg,10.8102019351298, 106.66498335201602
Sushi World - Hà Huy Tập,images/restaurant/Sushi World - Hà Huy Tập/cover.jpg,10.726876764802217, 106.71020323852122
4K - Quán 437 - Hoàng Văn Thụ,images/restaurant/4K - Quán 437 - Hoàng Văn Thụ/cover.jpg,10.797420089425486, 106.65783633852175
Sushi World -Trần Quang Khải,images/restaurant/Sushi World -Trần Quang Khải/cover.jpg,10.792327462848535, 106.6920623808511
Hotpot Đồng Quê 3 Premium - Quang Trung,images/restaurant/Hotpot Đồng Quê 3 Premium - Quang Trung/cover.jpg,10.836190264609668, 106.66034519619272
