name,address,image_local_path,lat,lng
Metropole Deluxe Panorama Apartment,"QPF6+659, Thủ Đức, TP. Hồ Chí Minh, Việt Nam",images/hotels/Metropole Deluxe Panorama Apartment.jpg,10.77710182,106.7126044
The Royal Metropole Saigon Suite,"QPG7+7P2, Thủ Đức, TP. Hồ Chí Minh, Việt Nam",images/hotels/The Royal Metropole Saigon Suite.jpg,10.77710182,106.7126044
Great View Vinh Hoi Apartment,"98 Đường Khánh Hội, Quận 4, TP. Hồ Chí Minh, Việt Nam",images/hotels/Great View Vinh Hoi Apartment.jpg,10.7558004,106.7018204
The Landmark 81 Grand Horizon,"QPWC+46P Bình Thạnh, TP. Hồ Chí Minh, Việt Nam",images/hotels/The Landmark 81 Grand Horizon.jpg,10.79517386,106.7221006
Ha Đo Centrosa Building,"200 Đường 3 Tháng 2, Quận 10, TP. Hồ Chí Minh, Việt Nam","images/hotels/Ha Đo Centrosa Building , Ba Thang Hai street, dis.jpg",10.77455414,106.6783863
REDFLOWER HOTEL,"104 Trần Quang Khải, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/REDFLOWER HOTEL.jpg,10.79245734,106.6927077
Your home,"Hà Đô Centrosa Garden Toà Iris 2, tầng 21, căn hộ I2-21.09, Quận 10, TP. Hồ Chí Minh, Việt Nam",images/hotels/Your home.jpg,10.77455414,106.6783863
Rio House Parkview House Saigon,"Hado Res, Đường Cao Thắng, TP. Hồ Chí Minh, Việt Nam",images/hotels/Rio House Parkview House Saigon.jpg,10.77455414,106.6783863
Hà Đô Q10 2PN-3PN 2WC- Khoa Home,"200 Đường 3 Tháng 2, Quận 10, TP. Hồ Chí Minh, Việt Nam",images/hotels/Hà Đô Q10 2PN-3PN 2WC- Khoa Home.jpg,10.77455414,106.6783863
Lumiere City Central Parkview,"Hado Residences, Đường 3 Tháng 2, TP. Hồ Chí Minh, Việt Nam",images/hotels/Lumiere City Central Parkview.jpg,10.77457555,106.6783814
Four P Home,"28/2 Phan Tây Hồ, TP. Hồ Chí Minh, Việt Nam",images/hotels/Four P Home.jpg,10.80222057,106.6864493
Thuỳ Trang Hotel,"13-15 đường số 38, phường Tân Tạo, quận Bình Tân, TP. Hồ Chí Minh, Quận Bình Tân, TP. Hồ Chí Minh, Việt Nam",images/hotels/Thuỳ Trang Hotel.jpg,10.75308574,106.6049796
Home by CR Concept in Center City,"382/9 Đường Nguyễn Thị Minh Khai, Quận 3, TP. Hồ Chí Minh, Việt Nam",images/hotels/Home by CR Concept in Center City.jpg,10.77231522,106.6875105
DKA - Võ Thị Sáu,"27-5 Đ. Võ Thị Sáu, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/DKA - Võ Thị Sáu.jpg,10.7908058,106.695512
Four P Home - Phan Dinh Phung,"86/17 Đường Thích Quảng Đức, Quận Phú Nhuận, TP. Hồ Chí Minh, Việt Nam",images/hotels/Four P Home - Phan Dinh Phung.jpg,10.80607641,106.682785
Nola Hotel,"378A Đường Xô Viết Nghệ Tĩnh, Quận Bình Thạnh, TP. Hồ Chí Minh, Việt Nam",images/hotels/Nola Hotel.jpg,10.80443099,106.7116307
Happy house studio,"347/33B Huỳnh Văn Bánh, Quận Phú Nhuận, TP. Hồ Chí Minh, Việt Nam",images/hotels/Happy house studio.jpg,10.79267954,106.6739617
Cactusland Hotel & Apartment,"251/8 Nguyễn Văn Trổi, Quận Phú Nhuận, TP. Hồ Chí Minh, Việt Nam",images/hotels/Cactusland Hotel & Apartment.jpg,10.79605831,106.6737443
Golden Sun 3 Apartment,"63 Đường Phan Khiêm Ích, Quận 7, TP. Hồ Chí Minh, Việt Nam",images/hotels/Golden Sun 3 Apartment.jpg,10.73259455,106.7098379
GALAXY Hotel & Apartment Near SECC,"10-12-14 Hưng Gia 3, Phường Tân Hưng, Quận 7, TP. Hồ Chí Minh, Việt Nam",images/hotels/GALAXY Hotel & Apartment Near SECC.jpg,10.73259219,106.709853
Cali Homestay,"59/4 Đinh Bộ Lĩnh, Quận Bình Thạnh, TP. Hồ Chí Minh, Việt Nam",images/hotels/Cali Homestay.jpg,10.80680712,106.7085627
AGK House - HomeStay,"406B Xô Viết Nghệ Tĩnh, Quận Bình Thạnh, TP. Hồ Chí Minh, Việt Nam","images/hotels/AGK House - HomeStay - 406 Xô Viết Nghệ Tĩnh, P25,.jpg",10.80543003,106.7115887
Dorms SG,"214/c32 Nguyễn Trải, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/Dorms SG.jpg,10.76414609,106.6859536
Ekomo Home 102 - Central Saigon,"102/42 Cống Quỳnh, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/Ekomo Home 102 - Central Saigon.jpg,10.76515929,106.6917522
G9 Homestay - Nguyễn Trãi,"212B/68 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/G9 Homestay - Nguyễn Trãi.jpg,10.76624063,106.6860558
WIN hotel & Apartment,"Hưng Gia 1, 5/06 Đ. Số 2, Khu đô thị Phú Mỹ Hưng, Quận 7, Thành phố Hồ Chí Minh, Vietnam",images/hotels/WIN hotel & Apartment.jpg,10.73410375,106.7100572
Wabi Sabi - Saigon Hideout Ben Thanh,"194 Cô Giang, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/Wabi Sabi - Saigon Hideout Ben Thanh.jpg,10.76191959,106.6935264
Bear's House Sư Vạn Hạnh,"525/11a Sư Vạn Hạnh, quận 10, Quận 10, 72510 TP. Hồ Chí Minh, Việt Nam",images/hotels/Bear's House Sư Vạn Hạnh.jpg,10.77415817,106.6676045
Macy Homestay,"36 Đường Hoàng Diệu, Quận 4, TP. Hồ Chí Minh, Việt Nam",images/hotels/Macy Homestay District 4 next to Center Saigon.jpg,10.76503817,106.7064046
Ramana Saigon Hotel,"323 Lê Văn Sỹ, Quận 3, TP. Hồ Chí Minh, Việt Nam",images/hotels/Ramana Saigon Hotel.jpg,10.78751323,106.6775705
Diamond crown 2 Hotel,"168 Đỗ Thị Lời, Phường Nhiêu Lộc, Quận 3, TP. Hồ Chí Minh, Việt Nam",images/hotels/Diamond crown 2 Hotel.jpg,10.78717097,106.6719429
Rosa May Hotel,"34A Thủ Khoa Huân, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/Rosa May Hotel.jpg,10.77445468,106.6970257
Lotus Saigon Hotel,"120 Cách Mạng Tháng 8, Quận 3, TP. Hồ Chí Minh, Việt Nam",images/hotels/Lotus Saigon Hotel.jpg,10.7772463,106.6834233
Serenity Center Saigon,"35 Võ Văn Tần, Quận 3, TP. Hồ Chí Minh, Việt Nam",images/hotels/Serenity Center Saigon.jpg,10.77804131,106.6917924
Bros Hotel,"222 Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/Bros Hotel.jpg,10.76297,106.6868759
Nicecy Hotel,"82 Đường Lê Lai, TP. Hồ Chí Minh, Việt Nam",images/hotels/Nicecy Hotel - Lê Lai Street.jpg,10.77036469,106.6938016
The One Premium Hotel Spa,"29 Thủ Khoa Huân, TP. Hồ Chí Minh, Việt Nam",images/hotels/The One Premium Hotel Spa.jpg,10.77370159,106.6971702
Rang Dong Hotel,"81 Cach Mang Thang Tam, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/Rang Dong Hotel.jpg,10.77237254,106.6916606
Edoya Hotel Ben Thanh,"11-13 Lưu Văn Lang, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/Edoya Hotel Ben Thanh.jpg,10.77360906,106.6992648
California Saigon Hotel & Rooftop Pool,"52-54 Thủ Khoa Huân, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/California Saigon Hotel & Rooftop Pool.jpg,10.77469898,106.6965657
Rosa Hotel & Spa,"55 Thủ Khoa Huân, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/Rosa Hotel & Spa.jpg,10.77433949,106.6965185
Anpha Boutique Hotel,"202 Lê Thánh Tôn, Quận 1, TP. Hồ Chí Minh, Việt Nam",images/hotels/Anpha Boutique Hotel.jpg,10.77288565,106.6969164
